1.832120588183403	1.7939190464019776	20.06875	14.75
1.796316294670105	1.79340890789032	21.4125	32.85
1.7778947769403457	1.7658830060958863	23.275	26.9
1.7041672049760819	1.656302580833435	24.575	14.85
1.4914752153158188	1.4200859441757203	31.8625	30.1
1.301365630686283	1.2083604836463928	44.28125	52.25
1.0592706611454488	1.0120048670768738	58.56875	66.5
0.8904702510535717	1.0411691306829451	68.2	67.75
0.7702665010541677	0.8918656921386718	72.6875	69.35
0.6752845440804959	0.9320341270565987	77.3625	75.65
0.5640387421250344	0.9729891341030598	81.725	78.5
0.4924395650699735	0.9841535477638245	84.25	77.9
0.4298950576260686	1.078105588939041	86.53125	81.05
0.3973958259262145	1.0769188304618	87.6	79.8
0.3595354777164757	1.248159783385694	89.10625	77.25
